name,address,telephone_number,type,opening_hours,closing_hours
THE EDINBURGH CLINIC,"306 CHOA CHU KANG AVE 4 #01-685, SINGAPORE
680306",67634500,G,8:00:00 am,8:00:00 pm
THE FAMILY PRACTICE CLINIC & SURGERY,"117 COMMONWEALTH DR #01-723, SINGAPORE
140117",64748394,G,8:00:00 am,8:00:00 pm
VICTOR'S FAMILY CLINIC,"168 LORONG 1 TOA PAYOH #01-1032 TOA PAYOH
GREEN, SINGAPORE 310168",96880155,G,8:00:00 am,8:00:00 pm
WOODLANDS FAMILY CLINIC,"305 WOODLANDS ST 31 #01-85, SINGAPORE
730305",63654770,G,8:00:00 am,8:00:00 pm
YANG & YAP CLINIC AND SURGERY (PTE LTD) / DR YANG ING HONG MEDICAL AND AESTHETIC CLINIC,"537 BEDOK NORTH ST 3 #01-571, SINGAPORE
460537",64499946,G,8:00:00 am,8:00:00 pm
YSL ALJUNIED CLINIC & SURGERY,"5 UPPER ALJUNIED LANE #01-42, SINGAPORE
360005",63430626,G,8:00:00 am,8:00:00 pm
YSL BEDOK CLINIC & SURGERY,"539 BEDOK NORTH STREET 3 #01-631,
SINGAPORE 460539",62452684,G,8:00:00 am,8:00:00 pm
338 FAMILY CLINIC,"338 ANG MO KIO AVE 1 #01-1615, SINGAPORE
560338",64549408,G,8:00:00 am,8:00:00 pm
A HEALING HEART MEDICAL CLINIC,"134 GEYLANG EAST AVENUE 1 #01-227 GEYLANG EAST GROVE, SINGAPORE 380134",69621362,G,8:00:00 am,8:00:00 pm
ACACIA MEDICAL CLINIC,"180 DEPOT ROAD #01-07 INTERLACE, THE,
SINGAPORE 109684",66840274,G,8:00:00 am,8:00:00 pm
ADVANCE CLINIC & SURGERY PTE LTD,"301 UBI AVE 1 #01-269, SINGAPORE 400301",67421156,G,8:00:00 am,8:00:00 pm
ALEXANDRA FAMILY CLINIC & SURGERY,"57 DAWSON ROAD #02-02, SINGAPORE 142057",64797022,G,8:00:00 am,8:00:00 pm
ALLIANCE CLINIC AND PARTNERS PTE LTD,"652 JALAN TENAGA #01-50, SINGAPORE 410652",68469585,G,8:00:00 am,8:00:00 pm
APEX CLINIC & SURGERY,"844 YISHUN ST 81 #01-162, SINGAPORE 760844",67535621,G,8:00:00 am,8:00:00 pm
APEX CLINIC & SURGERY,"306 WOODLANDS ST 31 #01-39, SINGAPORE
730306",63677710,G,8:00:00 am,8:00:00 pm
APEX MEDICAL CENTRE (JURONG) PTE LTD,"960 JURONG WEST ST 92 #01-172, SINGAPORE
640960",67912292,G,8:00:00 am,8:00:00 pm
BEDOK CENTRAL CLINIC,"210 NEW UPPER CHANGI ROAD #01-719,
SINGAPORE 460210",62424489,G,8:00:00 am,8:00:00 pm
BUKIT TIMAH CLINIC,"621A BUKIT TIMAH ROAD, SINGAPORE 269731",64665458,G,8:00:00 am,8:00:00 pm
CHUA MEDICO CLINIC LLP,"529 ANG MO KIO AVE 10 #01-2323, SINGAPORE
560529",64562275,G,8:00:00 am,8:00:00 pm
CLINICAL ASSOCIATES MEDICAL CENTRE,"137 TECK WHYE LANE #01-313, SINGAPORE
680137",67624180,G,8:00:00 am,8:00:00 pm
DOCTORS INC MEDICAL GROUP,"178 TOA PAYOH CENTRAL #01-206, SINGAPORE
310178",63563633,G,8:00:00 am,8:00:00 pm
DRS LIM & CHAN CLINIC,"2 LOR LEW LIAN #01-50, SINGAPORE 531002",62803009,G,8:00:00 am,8:00:00 pm
DRS LIM & CHAN CLINIC,"106 HOUGANG AVE 1 #01-1235, SINGAPORE
530106",62800990,G,8:00:00 am,8:00:00 pm
E.J. TAN CLINIC & SURGERY,"104 JURONG EAST STREET 13 #01-100 JURONG EAST VILLE, SINGAPORE 600104",65606600,G,8:00:00 am,8:00:00 pm
EHA CLINIC @ JURONG,"492 JURONG WEST STREET 41 #01-40,
SINGAPORE 640492",65660257,G,8:00:00 am,8:00:00 pm
"EVERCARE MEDICAL CLINIC
(475) PTE LTD","475 CHOA CHU KANG AVE 3 #02-02 SUNSHINE
PLACE, SINGAPORE 680475",67666465,G,8:00:00 am,8:00:00 pm
FAMILY HEALTH MEDICAL CENTRE,"226G ANG MO KIO AVE 1 #01-681, SINGAPORE
567226",64541980,G,8:00:00 am,8:00:00 pm
FAMILY MEDICINE CLINIC CHINATOWN,"133 NEW BRIDGE ROAD #B2-09 CHINATOWN POINT, SINGAPORE 059413",62255155,G,8:00:00 am,8:00:00 pm
FIRST CARE FAMILY CLINIC & SURGERY,"253 JURONG EAST ST 24 #01-257, SINGAPORE
600253",64252350,G,8:00:00 am,8:00:00 pm
GREENFOREST FAMILY CLINIC,"878C TAMPINES AVENUE 8 #01-71, SINGAPORE
523878",67850157,G,8:00:00 am,8:00:00 pm
GREENLIFE CLINIC & SURGERY,"624 CHOA CHU KANG STREET 62 #01-230 YEW TEE SQUARE, SINGAPORE 680624",67606087,G,8:00:00 am,8:00:00 pm
GREENLIFE CLINIC & SURGERY,"11 CANBERRA RD #02-01 SEMBAWANG MRT
STATION, SINGAPORE 759775",67562676,G,8:00:00 am,8:00:00 pm
HARMONY FAMILY CLINIC,"235 CHOA CHU KANG CENTRAL #B1-25, SINGAPORE 680235",67623979,G,8:00:00 am,8:00:00 pm
HARMONY HEALTH CLINIC & SURGERY,"23 SIN MING ROAD #01-27 SIN MING VILLE, SINGAPORE 570023",69708098,G,8:00:00 am,8:00:00 pm
HEALTH PARTNERS FAMILY CLINIC,"1 BT BATOK CENTRAL LINK #01-37 WEST MALL, SINGAPORE 658713",68989031,G,8:00:00 am,8:00:00 pm
HEALTH PARTNERS MEDICAL CLINIC,"100 CECIL STREET #09-01 THE GLOBE, SINGAPORE
069532",62255036,G,8:00:00 am,8:00:00 pm
HEALTH PARTNERS MEDICAL CLINIC (SIGLAP),"23 UPPER EAST COAST ROAD CRESCENDO BUILDING, SINGAPORE 455289",64433316,G,8:00:00 am,8:00:00 pm
HEALTHIFY MEDICAL FAMILY CLINIC,"262 BALESTIER ROAD #01-04 OKIO, SINGAPORE
329714",69779773,G,8:00:00 am,8:00:00 pm
HO MEDICAL CENTRE PTE LTD,"352 CLEMENTI AVENUE 2 #01-115, SINGAPORE
120352",64748923,G,8:00:00 am,8:00:00 pm
HOUGANG FAMILY MEDICINE CLINIC,"51 HOUGANG AVENUE 9 #02-01, SINGAPORE
538776",63153323,G,8:00:00 am,8:00:00 pm
JADE MEDICAL CLINIC PTE LTD,"8 EU TONG SEN STREET #13-99 THE CENTRAL OFFICE TOWER 1, SINGAPORE 059818",62259813,G,8:00:00 am,8:00:00 pm
LEONG CLINIC,"63B LENGKOK BAHRU #01-366, SINGAPORE
152063",64760572,G,8:00:00 am,8:00:00 pm
LOI+WONG CLINIC & SURGERY,"492 JURONG WEST ST 41 #01-08, SINGAPORE
640492",65626676,G,8:00:00 am,8:00:00 pm
LOW MEDICAL CLINIC,"67 KALLANG BAHRU #01-447, SINGAPORE 330067",62950805,G,8:00:00 am,8:00:00 pm
MANHATTAN MEDICAL CENTRE,"151 CHIN SWEE ROAD #01-10 MANHATTAN
HOUSE, SINGAPORE 169876",67322332,G,8:00:00 am,8:00:00 pm
MEDIPOINT MEDICAL CENTRE (PONGGOL BRANCH),"401 HOUGANG AVE 10 #01-1170, SINGAPORE
530401",63865046,G,8:00:00 am,8:00:00 pm
MEDIVIEW CLINIC AND SURGERY,"150 TOA PAYOH LORONG 1 #01-999, SINGAPORE
310150",62532351,G,8:00:00 am,8:00:00 pm
MERIDIAN MEDICAL AND DENTAL CENTRE,"327 HOUGANG AVE 5 #01-162, SINGAPORE
530327",62825205,G,8:00:00 am,8:00:00 pm
MISSION (BUKIT BATOK) MEDICAL CLINIC,"395A BUKIT BATOK WEST AVE 5 #03-02, SINGAPORE 651395",65150760,G,8:00:00 am,8:00:00 pm
MISSION (CHUAN) MEDICAL CLINIC,"151 LORONG CHUAN #01-15 NEW TECH PARK, SINGAPORE 556741",60150805,G,8:00:00 am,8:00:00 pm
NEW HEALTH FAMILY CLINIC PTE LTD,"108 DEPOT ROAD #01-08 DEPOT HEIGHTS SHOPPING CENTRE, SINGAPORE 100108",62786200,G,8:00:00 am,8:00:00 pm
NEWLIFE FAMILY CLINIC & SURGERY,"61 TEBAN GARDENS ROAD #01-20, SINGAPORE
600061",65663770,G,8:00:00 am,8:00:00 pm
NUTRAMED CLINIC,"1 GRANGE ROAD #10-10 ORCHARD BUILDING,
SINGAPORE 239693",67350706,G,8:00:00 am,8:00:00 pm
O2 MEDICAL CLINIC,"527D PASIR RIS STREET 51 #01-05, SINGAPORE
514527",63849443,G,8:00:00 am,8:00:00 pm
OUR FAMILY CLINIC & SURGERY PTE LTD,"8 JLN BATU #01-15, SINGAPORE 431008",64470847,G,8:00:00 am,8:00:00 pm
PANCARE MEDICAL (LAVENDER),"465 NORTH BRIDGE #01-5073, SINGAPORE
191465",65179986,G,8:00:00 am,8:00:00 pm
PRESTIGE FAMILY CLINIC,"2 JALAN LOKAM #01-08 KENSINGTON SQUARE,
SINGAPORE 537846",61234567,G,8:00:00 am,8:00:00 pm
SHENTON CLINIC,"498 JURONG WEST ST 41 #01-464, SINGAPORE
640498",65654442,G,8:00:00 am,8:00:00 pm
SIA FAMILY CLINIC AND SURGERY,"10 HAIG RD #01-367, SINGAPORE 430010",67428480,G,8:00:00 am,8:00:00 pm
SIMS DRIVE MEDICAL CLINIC,"53 SIMS PLACE #01-174, SINGAPORE 380053",67411607,G,8:00:00 am,8:00:00 pm
SPRING MEDICAL CLINIC (OLD AIRPORT ROAD),"39 JALAN TIGA #01-03, SINGAPORE 390039",62477077,G,8:00:00 am,8:00:00 pm
ST. LUKE'S COMMUNITY CLINIC,"2 BUKIT BATOK STREET 11 BLOCK C LEVEL 1 ST LUKE'S HOSPITAL, SINGAPORE 659674",65632281,G,8:00:00 am,8:00:00 pm
TEMASEK MEDICAL CENTRE,"883 WOODLANDS ST 82 #02-466, SINGAPORE
730883",63668366,G,8:00:00 am,8:00:00 pm
TEMASEK MEDICAL CENTRE,"413 BUKIT BATOK WEST AVE 4 #01-214,
SINGAPORE 650413",65656556,G,8:00:00 am,8:00:00 pm
TEMASEK MEDICAL CENTRE,"406 SEMBAWANG DRIVE #01-824, SINGAPORE
750406",65551155,G,8:00:00 am,8:00:00 pm
TEMASEK MEDICAL CENTRE,"624 CHOA CHU KANG ST 62 #01-226, SINGAPORE
680624",67665766,G,8:00:00 am,8:00:00 pm
THE BISHAN FAMILY DOCTORS,"283 BISHAN ST 22 #01-181, SINGAPORE 570283",64546698,G,8:00:00 am,8:00:00 pm
THE TENTERAM CLINIC,"116B JALAN TENTERAM #01-549 TENTERAM PEAK, SINGAPORE 322116",62507991,G,8:00:00 am,8:00:00 pm
TWIN CITY MEDICAL CENTRE,"1 KIM SENG PROMENADE #01-136 GREAT WORLD CITY, SINGAPORE 237994",62351175,G,8:00:00 am,8:00:00 pm
WONG CLINIC,"539 BEDOK NORTH STREET 3 #01-603,
SINGAPORE 460539",62412267,G,8:00:00 am,8:00:00 pm
171 STIRLING FAMILY CLINIC,"171 STIRLING ROAD #01-1101 STIRLING VIEW,
SINGAPORE 140171",62506551,G,8:00:00 am,8:00:00 pm
360 CLINIC,"221 BOON LAY PLACE #01-226A, SINGAPORE
640221",88605970,G,8:00:00 am,8:00:00 pm
94 DAWSON FAMILY CLINIC,"94A DAWSON ROAD #01-01, SINGAPORE 142094",69041729,G,8:00:00 am,8:00:00 pm
ADVANTAGE MEDICAL CLINIC,"1 FIFTH AVENUE #03-14 GUTHRIE HOUSE,
SINGAPORE 268802",60150554,G,8:00:00 am,8:00:00 pm
ADVANTAGE MEDICAL CLINIC (JURONG WEST),"492 JURONG WEST STREET 41 #01-56,
SINGAPORE 640492",60150107,G,8:00:00 am,8:00:00 pm
ALLSWELL MEDICAL CLINIC,"221 BOON LAY PLACE #01-202 BOON LAY SHOPPING CENTRE, SINGAPORE 640221",65399011,G,8:00:00 am,8:00:00 pm
ALLY HEALTH,"325 CLEMENTI AVENUE 5 #01-139, SINGAPORE
120325",66977700,G,8:00:00 am,8:00:00 pm
ANCHOR HEALTH FAMILY CLINIC,"445 FAJAR ROAD #01-546 FAJAR SHOPPING
CENTRE, SINGAPORE 670445",67622278,G,8:00:00 am,8:00:00 pm
B S CHEW CLINIC,"252 JURONG EAST ST 24 #01-109, SINGAPORE
600252",65678803,G,8:00:00 am,8:00:00 pm
BLESS MEDICAL CENTRE PTE LTD,"343 JURONG EAST STREET 31 #01-49 YUHUA
PLACE, SINGAPORE 600343",62664119,G,8:00:00 am,8:00:00 pm
BOON LAY CORPORATION CLINIC,"350 JURONG EAST AVENUE 1 #01-1225,
SINGAPORE 600350",68994569,G,8:00:00 am,8:00:00 pm
BUKIT BATOK FAMILY CLINIC,"432A BUKIT BATOK WEST AVENUE 8 #01-05, SINGAPORE 651432",65924691,G,8:00:00 am,8:00:00 pm
BUKIT BATOK MEDICAL CLINIC,"207 BUKIT BATOK ST 21 #01-114, SINGAPORE
650207",65603311,G,8:00:00 am,8:00:00 pm
C H TAN MEDICAL CLINIC & DENTAL SURGERY,"177 BT BATOK WEST AVE 8 #01-259, SINGAPORE
650177",65618712,G,8:00:00 am,8:00:00 pm
CARELITE MEDICAL CLINIC (DOVER MEDICAL CENTRE),"1 FUSIONOPOLIS WAY #03-05 CONNEXIS,
SINGAPORE 138632",67756266,G,8:00:00 am,8:00:00 pm
CAREPLUS CLINIC,"464B CLEMENTI AVENUE 1 #01-10, SINGAPORE
122464",89518388,G,8:00:00 am,8:00:00 pm
CARING FAMILY CLINIC,"501 JURONG WEST STREET 51 #01-271,
SINGAPORE 640501",65645677,G,8:00:00 am,8:00:00 pm
CAVENAGH MEDICAL CLINIC AND HOME CARE,"559 BUKIT TIMAH ROAD #01-01 KING'S ARCADE, SINGAPORE 269695",88318316,G,8:00:00 am,8:00:00 pm
CENTRAL 24-HR CLINIC ( CHOA CHU KANG ),"304 CHOA CHU KANG AVENUE 4 #01-651,
SINGAPORE 680304",63437731,G,8:00:00 am,8:00:00 pm
CENTRAL 24-HR CLINIC ( PIONEER NORTH ),"959 JURONG WEST STREET 92 #01-160,
SINGAPORE 640959",62512775,G,8:00:00 am,8:00:00 pm
CENTRAL 24-HR CLINIC (CLEMENTI),"450 CLEMENTI AVE 3 #01-291, SINGAPORE
120450",67732925,G,8:00:00 am,8:00:00 pm
CENTRAL 24HR CLINIC (JURONG WEST),"492 JURONG WEST STREET 41 #01-54,
SINGAPORE 640492",65657484,G,8:00:00 am,8:00:00 pm
CHANG CLINIC,"1 JLN ANAK BUKIT #B1-08 BUKIT TIMAH PLAZA, SINGAPORE 588996",64663811,G,8:00:00 am,8:00:00 pm
CHIN MEDICAL CLINIC,"524A JELAPANG ROAD #02-02A GREENRIDGE SHOPPING CENTRE, SINGAPORE 671524",64688195,G,8:00:00 am,8:00:00 pm
CHUNGKIAW CLINIC PTE LTD,"68 JALAN JURONG KECHIL #01-01 SUITES AT BUKIT TIMAH, SINGAPORE 596180",64662255,G,8:00:00 am,8:00:00 pm
CLAREMONT MEDICAL CLINIC,"3 JALAN MAS PUTEH PASIR PANJANG GARDENS, SINGAPORE 128609",69808565,G,8:00:00 am,8:00:00 pm
CLEMENTI FAMILY & AESTHETIC CLINIC,"321 CLEMENTI AVENUE 3 #01-14/15, SINGAPORE
129905",67766177,G,8:00:00 am,8:00:00 pm
CLOVER MEDICAL CLINIC PTE LTD,"21 CHOA CHU KANG NORTH 6 #01-01 YEW TEE
POINT, SINGAPORE 689578",65094480,G,8:00:00 am,8:00:00 pm
CONCORD MEDICAL CLINIC,"213 BUKIT BATOK STREET 21 #01-209,
SINGAPORE 650213",65632935,G,8:00:00 am,8:00:00 pm
DISTINCT CLINIC BUKIT BATOK BRANCH,"467 BUKIT BATOK WEST AVENUE 9 #01-09 MULTI STOREY CAR PARK, SINGAPORE 650467",69807781,G,8:00:00 am,8:00:00 pm
DISTINCT CLINIC JURONG EAST BRANCH,"249 JURONG EAST STREET 24 #01-78, SINGAPORE
600249",69806301,G,8:00:00 am,8:00:00 pm
DOCTORS MEDICAL CLINIC,"354 CLEMENTI AVENUE 2 #01-209, SINGAPORE
120354",63203225,G,8:00:00 am,8:00:00 pm
DR CHUA'S FAMILY CLINIC PTE. LTD.,"638 JURONG WEST STREET 61 #02-04 PIONEER
MALL, SINGAPORE 640638",67928505,G,8:00:00 am,8:00:00 pm
DR KEVIN CHUA MEDICAL & AESTHETICS,"360 ORCHARD ROAD #03-05 INTERNATIONAL
BUILDING, SINGAPORE 238869",66946700,G,8:00:00 am,8:00:00 pm
DR STANLEY PECK FAMILY CLINIC,"636 BUKIT BATOK CENTRAL #01-06, SINGAPORE
650636",69177889,G,8:00:00 am,8:00:00 pm
DR W.K. KOO & ASSOCIATES P.L.,"1 JURONG WEST CENTRAL 2 #01-16A&B JURONG POINT, SINGAPORE 648886",67922669,G,8:00:00 am,8:00:00 pm
DR+ MEDICAL & PAINCARE BOON LAY,"221 BOON LAY PLACE #01-240, SINGAPORE
640221",62655247,G,8:00:00 am,8:00:00 pm
DRS TANG & PARTNERS PTE. LTD.,"64 YUNG KUANG ROAD #01-115, SINGAPORE
610064",62656077,G,8:00:00 am,8:00:00 pm
DRS. BAIN & PARTNERS,"2 INTERNATIONAL BUSINESS PARK #01-06A THE STRATEGY, SINGAPORE 609930",63162648,G,8:00:00 am,8:00:00 pm
E. L. CHIN FAMILY CLINIC & SURGERY PTE. LTD.,"432 CLEMENTI AVE 3 #01-272, SINGAPORE
120432",67775182,G,8:00:00 am,8:00:00 pm
EASTERN CLINIC & SURGERY PTE LTD,"235 JURONG EAST STREET 21 #01-316,
SINGAPORE 600235",65614458,G,8:00:00 am,8:00:00 pm
EASTERN CLINIC AND DENTAL SURGERY,"303 JURONG EAST ST 32 #01-92, SINGAPORE
600303",65622941,G,8:00:00 am,8:00:00 pm
EH MEDICAL FAMILY CLINIC (BUKIT BATOK),"292 BUKIT BATOK EAST AVENUE 6 #01-07,
SINGAPORE 650292",62551368,G,8:00:00 am,8:00:00 pm
EXCELSIOR CLINIC & SURGERY,"283 BT BATOK EAST AVE 3 #01-261, SINGAPORE
650283",65673822,G,8:00:00 am,8:00:00 pm
FAIRCARE FAMILY CLINIC (CLEMENTI),"345 CLEMENTI AVENUE 5 #01-94, SINGAPORE
120345",62503198,G,8:00:00 am,8:00:00 pm
FAITH CLINIC (JURONG WEST),"762 JURONG WEST ST 75 #02-256D, SINGAPORE
640762",67916780,G,8:00:00 am,8:00:00 pm
FAJAR FAMILY CLINIC & SURGERY,"445 FAJAR ROAD #01-550 FAJAR SHOPPING
CENTRE, SINGAPORE 670445",67690636,G,8:00:00 am,8:00:00 pm
FAMILY CARE CLINIC PTE LTD,"415 BUKIT BATOK WEST AVE 4 #01-272,
SINGAPORE 650415",65671775,G,8:00:00 am,8:00:00 pm
FAMILY DOCTORS AT 365,"365 CORPORATION DRIVE #01-407, SINGAPORE
610365",62652968,G,8:00:00 am,8:00:00 pm
FAMILY POINT CLINIC & SURGERY,"399 YUNG SHENG ROAD #01-55, SINGAPORE
610399",62680232,G,8:00:00 am,8:00:00 pm
FIRST MEDICAL CENTRE PTE LTD,"169 STIRLING ROAD #01-1165, SINGAPORE
140169",64768588,G,8:00:00 am,8:00:00 pm
FONG CLINIC,"162 MEI LING ST #01-361, SINGAPORE 140162",64745993,G,8:00:00 am,8:00:00 pm
FULLERTON HEALTH @ MICRON FAB10W,"1 WOODLANDS IND PARK D STREET 1, SINGAPORE 738799",63607333,G,8:00:00 am,8:00:00 pm
FULLERTON HEALTH @ NTU,"36 NANYANG AVENUE #01-01/02 NANYANG TECHNOLOGICAL UNIVERSITY, SINGAPORE 639801",67936828,G,8:00:00 am,8:00:00 pm
FULLERTON HEALTH @ PASIR PANJANG,"3 HARBOUR DRIVE, GROUND LEVEL PASIR PANJANG TERMINAL BUILDING 3, SINGAPORE 117404",66755002,G,8:00:00 am,8:00:00 pm
FULLERTON HEALTH @ TRACTORS,"26 BENOI SECTOR, SINGAPORE 629858",68679502,G,8:00:00 am,8:00:00 pm
FULLERTON HEALTHCARE @ DRS TRYTHALL HOY DAVIES,"1 JURONG WEST CENTRAL 2 #B1A-19B JURONG POINT SHOPPING CENTRE JP1, SINGAPORE 648886",63333636,G,8:00:00 am,8:00:00 pm
HEALTHLIFE FAMILY CLINIC,"296A BUKIT BATOK STREET 22 #01-64 SKYLINE II @ BUKIT BATOK, SINGAPORE 651296",69048680,G,8:00:00 am,8:00:00 pm
HEALTHSPRINGS MEDICAL CLINIC,"524A JELAPANG ROAD #02-01/02 GREENRIDGE SHOPPING CENTRE, SINGAPORE 671524",68926681,G,8:00:00 am,8:00:00 pm
HEALTHVEER MEDICAL CLINIC (JURONG EAST),"114 JURONG EAST STREET 13 #01-406 JURONG EAST VILLE, SINGAPORE 600114",96667716,G,8:00:00 am,8:00:00 pm
HEALTHWAY MEDICAL,"446 BUKIT BATOK WEST AVENUE 8 #01-03,
SINGAPORE 650446",62565980,G,8:00:00 am,8:00:00 pm
HEALTHWAY MEDICAL,"722 CLEMENTI WEST STREET 2 #01-162,
SINGAPORE 120722",63234415,G,8:00:00 am,8:00:00 pm
HEALTHWAY MEDICAL,"153 BUKIT BATOK ST 11 #01-284, SINGAPORE
650153",65679881,G,8:00:00 am,8:00:00 pm
HEALTHWAY MEDICAL,"1 JELEBU ROAD #01-62 BUKIT PANJANG PLAZA, SINGAPORE 677743",60165035,G,8:00:00 am,8:00:00 pm
HEALTHWAY MEDICAL,"3 CHEONG CHIN NAM ROAD, SINGAPORE 599728",68751191,G,8:00:00 am,8:00:00 pm
HEALTHWAY MEDICAL,"690 JURONG WEST CENTRAL 1 #01-193,
SINGAPORE 640690",67924480,G,8:00:00 am,8:00:00 pm
HEALTHWAY MEDICAL,"727 CLEMENTI WEST STREET 2 #01-258,
SINGAPORE 120727",67745901,G,8:00:00 am,8:00:00 pm
HEALTHWAY MEDICAL,"6A SHENTON WAY #02-15 DOWNTOWN GALLERY, SINGAPORE 068815",62202383,G,8:00:00 am,8:00:00 pm
HEALTHWAY MEDICAL,"352 CLEMENTI AVENUE 2 #01-111, SINGAPORE
120352",67760216,G,8:00:00 am,8:00:00 pm
HEALTHWERKZ MEDICAL CENTRE (CCK),"225 CHOA CHU KANG CENTRAL #01-199,
SINGAPORE 680225",67662827,G,8:00:00 am,8:00:00 pm
HEARTLANDHEALTH,"463 JURONG WEST STREET 41 #01-564,
SINGAPORE 640463",68732420,G,8:00:00 am,8:00:00 pm
HEARTLANDHEALTH,"164 BUKIT BATOK STREET 11 #01-152,
SINGAPORE 650164",68732458,G,8:00:00 am,8:00:00 pm
HISEMAINN MEDICAL CLINIC (BUKIT BATOK),"289E BUKIT BATOK ST 25 #01-160, SINGAPORE
654289",65691375,G,8:00:00 am,8:00:00 pm
HMI ONECARE CLINIC BANGKIT,"260 BANGKIT ROAD #01-15 BUKIT PANJANG NEW TOWN, SINGAPORE 670260",63200313,G,8:00:00 am,8:00:00 pm
HMI ONECARE CLINIC BOON LAY,"221 BOON LAY PLACE #01-152 BOON LAY SHOPPING CENTRE, SINGAPORE 640221",62611580,G,8:00:00 am,8:00:00 pm
HMI ONECARE CLINIC BUKIT BATOK,"630 BUKIT BATOK CENTRAL #01-148, SINGAPORE
650630",65636913,G,8:00:00 am,8:00:00 pm
HMI ONECARE CLINIC BUKIT BATOK EAST,"280 BUKIT BATOK EAST AVENUE 3 #01-323,
SINGAPORE 650280",65138589,G,8:00:00 am,8:00:00 pm
HMI ONECARE CLINIC BUKIT BATOK WEST,"440 BUKIT BATOK WEST AVENUE 8 #01-07 MULTI STOREY CAR PARK, SINGAPORE 650440",69708649,G,8:00:00 am,8:00:00 pm
HMI ONECARE CLINIC BUKIT GOMBAK MRT,"802 BUKIT BATOK WEST AVENUE 5 #01-16 BUKIT GOMBAK MRT STATION, SINGAPORE 659083",62558472,G,8:00:00 am,8:00:00 pm
HMI ONECARE CLINIC BUKIT PANJANG BUS INTERCHANGE,"15 PETIR ROAD #01-66, SINGAPORE 678270",65184055,G,8:00:00 am,8:00:00 pm
HMI ONECARE CLINIC BUKIT PANJANG SEGAR,"547 SEGAR ROAD #01-05 SEGAR VALE,
SINGAPORE 670547",62508533,G,8:00:00 am,8:00:00 pm
HMI ONECARE CLINIC CHOA CHU KANG,"810 CHOA CHU KANG AVENUE 7 #01-09 MULTI STOREY CAR PARK, SINGAPORE 680810",67666146,G,8:00:00 am,8:00:00 pm
HMI ONECARE CLINIC CLEMENTI,"449 CLEMENTI AVENUE 3 #01-241C, SINGAPORE
120449",69709300,G,8:00:00 am,8:00:00 pm
HMI ONECARE CLINIC JURONG POINT,"1 JURONG WEST CENTRAL 2 #B1A-20B JURONG POINT, SINGAPORE 648886",67940070,G,8:00:00 am,8:00:00 pm
HMI ONECARE CLINIC JURONG WEST,"504 JURONG WEST STREET 51 #01-217 HONG KAH COURT, SINGAPORE 640504",65131475,G,8:00:00 am,8:00:00 pm
HMI ONECARE CLINIC KEAT HONG LRT,"818 CHOA CHU KANG AVENUE 1 #01-08,
SINGAPORE 680818",69700323,G,8:00:00 am,8:00:00 pm
HMI ONECARE CLINIC SENJA 642,"642 SENJA CLOSE #01-07 MULTI STOREY CAR PARK, SINGAPORE 670642",65134307,G,8:00:00 am,8:00:00 pm
HMI ONECARE CLINIC SENJA 643,"643 SENJA CLOSE #01-03 MULTI STOREY CAR PARK, SINGAPORE 670643",65139533,G,8:00:00 am,8:00:00 pm
HOLISTIC CLINIC & SURGERY,"501 WEST COAST DRIVE #01-284, SINGAPORE
120501",67767723,G,8:00:00 am,8:00:00 pm
ICON MEDICAL CLINIC,"517 JURONG WEST ST 52 #01-101, SINGAPORE
640517",65600521,G,8:00:00 am,8:00:00 pm
IDOC CLINIC (HONG KAH) PTE LTD,"502 JURONG WEST AVENUE 1 #01-813 HONG KAH COURT, SINGAPORE 640502",69099516,G,8:00:00 am,8:00:00 pm
ISLAND FAMILY CLINIC (BUKIT BATOK),"447 BUKIT BATOK WEST AVENUE 9 #01-05,
SINGAPORE 650447",62501530,G,8:00:00 am,8:00:00 pm
JO-LIN FAMILY CLINIC & SURGERY,"533 CHOA CHU KANG ST 51 #02-06 LIMBANG SHOPPING CENTRE, SINGAPORE 680533",67606014,G,8:00:00 am,8:00:00 pm
KEAT HONG FAMILY MEDICINE CLINIC,"2 CHOA CHU KANG LOOP #03-02 KEAT HONG COMMUNITY CLUB, SINGAPORE 689687",67690750,G,8:00:00 am,8:00:00 pm
KENT RIDGE CLINIC,"1 LOWER KENT RIDGE ROAD #01-40
ONE@KENTRIDGE, SINGAPORE 119082",69110565,G,8:00:00 am,8:00:00 pm
LAKESIDE FAMILY MEDICINE CLINIC,"518A JURONG WEST STREET 52 #01-02,
SINGAPORE 641518",62626434,G,8:00:00 am,8:00:00 pm
LAN MEDICAL CLINIC & SURGERY,"308 CLEMENTI AVE 4 #01-345, SINGAPORE
120308",67735112,G,8:00:00 am,8:00:00 pm
LC CLINIC MEDICAL SURGERY AESTHETICS,"446 CLEMENTI AVENUE 3 #01-191, SINGAPORE
120446",64640932,G,8:00:00 am,8:00:00 pm
LEE & KOH FAMILY CLINIC,"359 BUKIT BATOK ST 31 #01-389, SINGAPORE
650359",66653323,G,8:00:00 am,8:00:00 pm
LEE FAMILY CLINIC PTE. LTD.,"762 JURONG WEST STREET 75 #02-262 GEK POH SHOPPING CENTRE, SINGAPORE 640762",67940217,G,8:00:00 am,8:00:00 pm
LIFE VISTA MEDICAL CLINIC,"309 CHOA CHU KANG AVENUE 4 #03-01 CHOA CHU KANG CENTRE, SINGAPORE 680309",67669119,G,8:00:00 am,8:00:00 pm
